id,专业类别,亚专科,疾病/场景,中文名称,英文名称,输入,输出,量表/方程,评分解读,用途,来源类型,来源/指南,来源链接,获取渠道,真实性层级,常用程度,覆盖说明,临床使用说明,版本/年份,条目来源,来源分组,备注
CALC-0282,神经、精神与老年医学,,男孩（2 - 20岁）的体质量指数百分比,男孩（2 - 20岁）的体质量指数百分比,CDC Boys BMI-for-Age Percentile,bmi; l; m; s,CDC男孩BMI年龄别百分位数,使用CDC官方LMS参数将BMI换算为Z评分后转百分位数。,百分位数需结合CDC年龄性别对应官方LMS表解释。,公式计算/生理指标,官方生长曲线LMS参数化实现,CDC Growth Charts,https://www.cdc.gov/growthcharts/,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源验证,,Python实现要求调用方传入对应CDC表的L、M、S参数。
CALC-0283,神经、精神与老年医学,,男孩（2 - 20岁）的体质量指数百分比,男孩（2 - 20岁）的体质量指数百分比,CDC Boys BMI-for-Age Percentile,"年龄,身高,体重",身体质量指数,身体质量指数 = 体重 / (身高/100)^2,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,公式计算/生理指标,官方指南/专业协会,CDC Growth Charts,https://www.cdc.gov/growthcharts/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源验证,,
CALC-0284,神经、精神与老年医学,,男孩（2 - 20岁）的体质量指数百分比,男孩（2 - 20岁）的体质量指数百分比,CDC Boys BMI-for-Age Percentile,bmi; l; m; s,CDC男孩BMI年龄别Z评分,Z = ((BMI/M)^L - 1) / (L*S)，L=0时使用ln(BMI/M)/S。,Z评分需结合CDC年龄性别对应官方LMS表解释。,公式计算/生理指标,官方生长曲线LMS参数化实现,CDC Growth Charts,https://www.cdc.gov/growthcharts/,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源验证,,Python实现要求调用方传入对应CDC表的L、M、S参数。
CALC-0285,神经、精神与老年医学,,画钟试验（认知障碍筛查）,画钟试验（认知障碍筛查）,Clock Drawing Test,量表条目；临床表现；体征或检查结果,评分、分级或临床决策结果,"画封闭圆 (1 分)
在正确的位置写数字 (1 分)
12 个数字均正确写出 (1 分)
按照检验员的指示在正确位置画指针 (1 分)","4 分数:	无明显功能障碍
1 - 3 分数:	怀疑认知功能障碍",临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0286,神经、精神与老年医学,,老年抑郁量表,老年抑郁量表,Geriatric Depression Scale,量表条目；临床表现；体征或检查结果,老年抑郁量表总分或风险分层,"请选择符合您过去一周感受的最佳答案：
您是否对生活基本满意？
是 (0 分)
否 (1 分)
您是否停止较多活动及兴趣？
是 (1 分)
否 (0 分)
您是否感到人生空虚？
是 (1 分)
否 (0 分)
您是否经常感到无聊？
是 (1 分)
否 (0 分)
您是否大多数时间精神较好？
是 (0 分)
否 (1 分)
您是否担心会有坏事要发生？
是 (1 分)
否 (0 分)
您是否大多数时间心情愉悦？
是 (0 分)
否 (1 分)
您是否经常感到无助？
是 (1 分)
否 (0 分)
您是否更喜欢呆在家里，而非外出或做些新事物？
是 (1 分)
否 (0 分)
您是否感到自己比大多数人有更多记忆方面的问题？
是 (1 分)
否 (0 分)
您是否认为现在活着很美好？
是 (0 分)
否 (1 分)
您是否感觉到您现在非常无用？
是 (1 分)
否 (0 分)
您是否感到精力充肺？
是 (0 分)
否 (1 分)
您是否感到处境无望？
是 (1 分)
否 (0 分)
您是否认为大多人比你都富有？
是 (1 分)
否 (0 分)","10 - 15 分数:	疑似有抑郁
6 - 9 分数:	可能有抑郁
0 - 5 分数:	不可能有抑郁",症状/功能量表,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源验证,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0287,神经、精神与老年医学,,肌酐清除率（测定）,肌酐清除率（测定）,Measured Creatinine Clearance,"尿肌酐浓度,血肌酐浓度,每日尿量",肌酐清除率,肌酐清除率 = 尿肌酐浓度 * 每日尿量 / 血肌酐浓度 / 1440,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,公式计算/生理指标,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0288,神经、精神与老年医学,,血液污染脑脊液的白细胞计数校正,血液污染脑脊液的白细胞计数校正,Correction of CSF White Blood Cell Count in Traumatic Tap,"白细胞脑脊液,白细胞血液,红细胞脑脊液,红细胞血液",白细胞,白细胞 = 白细胞脑脊液 - ( (白细胞血液 * 红细胞脑脊液) / (红细胞血液 * 1000000)),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0289,神经、精神与老年医学,,血液污染脑脊液的蛋白浓度校正,血液污染脑脊液的蛋白浓度校正,Correction of CSF Protein in Traumatic Tap,"蛋白质脑脊液,蛋白质血清,红细胞比容,红细胞脑脊液,红细胞血液",蛋白质,蛋白质 = 蛋白质脑脊液 - (蛋白质血清 * 1000 * (1 - 红细胞比容 / 100) * 红细胞脑脊液 / (红细胞血液 * 1e6)),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,临床评分/决策支持,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,
CALC-0290,神经、精神与老年医学,,通过Sanaka公式估计肌酐清除率（用于低肌肉量的年长者）,通过Sanaka公式估计肌酐清除率（用于低肌肉量的年长者）,Sanaka Formula for Creatinine Clearance,"性别,年龄,血清肌酐,血浆白蛋白,体重",肌酐清除率,肌酐清除率 = (体重 * ((乘法系数 * 血浆白蛋白) + 加法系数)) / (100 * 血清肌酐),输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,公式计算/生理指标,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源验证,,"对于女性来说，乘法系数为 13, 加法系数为 29。对于男性来说，乘法系数为 19, 加法系数为 32。；Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。"
CALC-0291,神经、精神与老年医学,,采用Cockcroft - Gault公式估算肌酐清除率（SI单位）,采用Cockcroft - Gault公式估算肌酐清除率（SI单位）,Cockcroft-Gault Creatinine Clearance in SI Units,"性别,年龄,血清肌酐,体重",肌酐清除率,肌酐清除率 = 0.0205 * 性别 * (140 - 年龄) * 体重 / 血清肌酐,输出为连续数值或生理指标；具体单位、正常范围和临床阈值按外部来源执行,公式计算/生理指标,医学计算器平台,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源验证,,"女 (0.85)
男 (1)"
CALC-0292,神经、精神与老年医学,,ABCD2短暂性脑缺血发作风险,ABCD2短暂性脑缺血发作风险,ABCD2 Score,年龄、血压、临床表现、症状持续时间、糖尿病,TIA后早期卒中风险,5项加权评分,0-3低；4-5中；6-7高风险,风险预测/预后评估,网络补充,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,v1网络补充,,[MDCalc calculator library](https://www.mdcalc.com/)
CALC-0293,神经、精神与老年医学,,AUDIT-C酒精使用筛查,AUDIT-C酒精使用筛查,AUDIT-C,饮酒频率、饮酒量、一次大量饮酒频率,有害饮酒风险,3题0-4分，总分0-12,常用性别特异阈值筛查风险饮酒,风险预测/预后评估,网络补充,Calculate by QxMD,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,v1网络补充,,[Calculate by QxMD](https://qxmd.com/calculate/)
CALC-0294,神经、精神与老年医学,,CAM谵妄评估,CAM谵妄评估,Confusion Assessment Method,急性起病/波动、注意障碍、思维紊乱、意识水平改变,是否符合谵妄,1+2+3或4阳性,用于老年和住院患者谵妄筛查,临床评分/决策支持,网络补充,Calculate by QxMD,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,v1网络补充,,[Calculate by QxMD](https://qxmd.com/calculate/)；Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0295,神经、精神与老年医学,,GAD-7焦虑评分,GAD-7焦虑评分,Generalized Anxiety Disorder-7,7个焦虑症状频率条目,焦虑严重度总分,7题0-3分，总分0-21,5、10、15常作为轻/中/重度界值,临床评分/决策支持,网络补充,GAD-7,https://www.phqscreeners.com/select-screener,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v1网络补充,,[GAD-7](https://www.phqscreeners.com/select-screener)
CALC-0296,神经、精神与老年医学,,Hunt-Hess蛛网膜下腔出血分级,Hunt-Hess蛛网膜下腔出血分级,Hunt and Hess Scale,头痛、脑膜刺激、神经缺损、意识水平,SAH临床严重度,I-V级,级别越高预后越差,临床评分/决策支持,网络补充,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,v1网络补充,,[MDCalc calculator library](https://www.mdcalc.com/)
CALC-0297,神经、精神与老年医学,,ICH脑出血评分,ICH脑出血评分,Intracerebral Hemorrhage Score,GCS、年龄、血肿体积、脑室内出血、幕下来源,30日死亡风险,5项加权总分,分值越高死亡风险越高,风险预测/预后评估,网络补充,MDCalc calculator library,https://www.mdcalc.com/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,v1网络补充,,[MDCalc calculator library](https://www.mdcalc.com/)
CALC-0298,神经、精神与老年医学,,PHQ-9抑郁评分,PHQ-9抑郁评分,Patient Health Questionnaire-9,9个抑郁症状频率条目,抑郁严重度总分,9题0-3分，总分0-27,5、10、15、20常作为轻/中/中重/重度界值,临床评分/决策支持,网络补充,PHQ-9,https://www.phqscreeners.com/select-screener,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,v1网络补充,,[PHQ-9](https://www.phqscreeners.com/select-screener)
